Product ID,Height (cm),Width (cm),Depth (cm),Avg Daily Demand,Product Category,Score
P18583,41.487657,12.59660299,16.44180343,31.26468635,Toys,76.85963945
P35638,31.70865438,14.80501569,19.40168675,138.0697371,Electronics,37.70363582
P19795,12.97416396,27.14077871,26.30557371,42.29164625,Toys,90.91770149
P88961,20.96092359,23.6379273,7.040213976,47.60274642,Furniture,78.94079523
P01414,43.99355437,24.56490398,17.22855756,71.09427627,Food,75.05973625
P54326,17.62184501,26.08044771,32.88810081,51.46002741747362,Food,97.09402837
P22255,32.24684726,6.76090051,24.69467297,97.71210706,Electronics,36.61968308
P02202,16.5287371,3.327096484,16.89395756,2.865429466,Electronics,61.09736468
P51024,46.28396623,26.83180781,24.934942629077202,52.96801361,Electronics,90.9929699
P55072,10.24533434,33.63284413,34.32672603,0.2340838136,Clothing,79.08889432
P89057,20.81348054,19.42720599,20.24532658,52.02944779905861,Furniture,56.33789582
P08578,29.6528823,22.39002327,23.25157781,84.38082725,Food,7.621368478
P17412,19.53089017,19.63590204,29.38574713,47.89338915,Food,65.27234396
P43915,22.27174785,22.65584264,10.09039113,121.6511598,Furniture,52.65555569
P85642,29.81486864,31.1397224,25.70719327,76.12239934,Clothing,18.41804615
P48227,32.54420843,17.57019177,47.60400896,41.86055066,Food,88.22531233
P06891,19.78767183,18.94821923,36.24554411,48.28876499,Food,34.32485949
P30456,17.63049289,18.50284588,18.63136695,8.217935835,Toys,38.74798935
P12076,26.8359155,7.611053609,15.28237311,24.91724989,Furniture,67.24015488
P78355,25.54497479,19.95523185,18.9689632,55.95180552,Food,48.8798742
P96889,39.68644991,-3.370803868,31.83741066,55.88722822,Clothing,8.928107628
P29400,31.244902150500003,20.19122435,-0.6916399661,58.96393341,Clothing,38.74416174
P05309,31.056961874915128,26.54311726,22.95271366,52.04216808,Electronics,9.446611794
P47706,38.6960592,13.04269535,43.44830886,57.44975428,Electronics,19.07504031
P35407,33.07406698,26.95323674,8.96957427,20.99894328,Clothing,0.717443835
P52994,35.57810306,17.43005787,28.45091528,24.74535104,Food,18.13130815
P88811,22.03104745,28.96824534,27.81818926,82.13241501,Furniture,33.0447354
P41237,35.52489954,9.502246453,10.90916772,27.64496689,Clothing,53.82184337
P09603,29.29501222,19.60882253,35.98254607,16.55533438,Furniture,91.92772112
P89068,36.79597749,34.70546941,24.64882433,50.58032212,Food,54.03268672
P17016,5.761206734,31.62608531,38.02575129,49.40616966,Furniture,70.56035414
P92196,17.19695601,33.99667123,28.41237807,31.94166674,Toys,35.76770913
P85912,27.19324923,4.298994467,29.42355083,50.60319401,Toys,75.16307936
P92283,25.53485048,24.69355041,21.31282067,47.51854928,Furniture,62.04687461
P92557,13.0753537,23.50780591,30.36797024,63.08017326,Clothing,45.97940133
P99536,30.052437,29.3849971,26.75933558,19.17789345,Electronics,19.37687949
P99063,33.08833013,29.64795613,20.54531068,54.09792187,Furniture,30.3540908
P01748,34.3693817,31.81547541,42.5350838,5.194706652,Clothing,62.09460874
P44974,31.244902150500003,19.17764686245946,33.81000603,1.057066901,Clothing,42.60563244
P76964,34.04981711,28.00836874,8.278886937,52.93439879,Food,88.93865567
P57938,28.48214905,17.52632738,22.02891915,71.92876929,Furniture,23.48402715
P55597,31.96861236,-2.978097706,23.14049848,72.98728925,Furniture,7.307265225
P44186,27.96954614,19.92559743,38.19886773,49.33895408,Clothing,58.93485765
P15156,29.74973041,19.06587267,25.39922918,83.09652716,Clothing,88.60508402
P35409,1.037446218,24.95769157,17.99046661,46.8923944,Toys,36.47390294
P18358,21.91506397,23.430532,23.32738823,44.35215995,Furniture,64.77113349
P33172,33.95803533,4.960604919,26.63126046,62.19866103,Clothing,23.14126222
P75154,23.98632356,19.6855417,36.55686215,59.94943001,Toys,55.84719217
P88675,38.70067731,18.38806773,39.02910266,81.15818208,Electronics,78.67921009
P34603,26.51347866,22.97684378,30.70294922,107.0080527,Toys,86.70315988
P35158,34.90974952,6.8841267,21.93461164,87.33695481,Clothing,10.51191299
P26752,32.81191424,24.65621254,23.55431992,51.3801916,Furniture,35.63745163
P87321,36.33919022,7.069515133,26.70531839,78.73518893,Food,63.96444419
P18347,31.244902150500003,13.63179315,16.49043808,8.48115266,Clothing,3.472286809
P07348,51.89802933,6.532494462,29.55368998,29.55859295,Clothing,69.06152002
P98120,28.23052773,18.75281458,24.533704302537412,12.73260399,Food,52.80338828
P31278,15.81634267,19.01832853,28.78629668,26.08659301,Clothing,28.85662792
P29552,27.63181393,21.52399744,20.27996677,85.52769936,Food,81.46544506
P20972,20.77834676,12.78358757,18.52801494,65.05055136,Food,29.00507123
P48017,40.22570432,23.70565034,21.10503505,35.37099737,Toys,99.14150462
P77816,38.65755194,29.29502642,34.52855677,62.44318672,Electronics,81.63701891
P01014,31.50418905,24.79035512,39.66677918,34.67032489,Toys,70.79805014
P59475,32.5049285,24.63706539,32.57785326,42.54152439,Clothing,6.134755796
P94091,34.13799097,31.85330722,35.60661421,31.88485108,Toys,90.4310372
P74769,24.1947655,29.78466454,19.77985301,91.04238051,Toys,79.00553057
P71926,30.4886007,21.99446877,25.99481786,39.70382219,Electronics,22.90250793
P96297,40.47098303,20.43947289,18.80003012,78.57385912,Food,39.22481813
P78211,26.72337853,19.17764686245946,28.77648975,15.14714214,Clothing,26.86315516
P23112,34.97998291,18.28063176,14.24235613,90.80347701,Toys,98.44160342
P31646,26.62914029,17.60129443,19.18985135,37.39916818,Food,85.41964448
P96903,30.21003842,12.8704622,28.74801434,42.56742745,Electronics,93.02253027
P62766,32.08382808,19.88929803,9.797352658,37.6692519,Food,78.87742364
P04534,37.74634053,30.51931563,37.92701865,71.65710456,Food,45.63482411
P74114,42.130977,16.07077002,6.80381224,59.24029707,Furniture,20.54342498
P58428,20.22444755,3.969101085,28.81954544,111.2653373,Food,20.80801569
P66653,27.80328112,21.60455358,35.80478493,56.28410251,Clothing,15.16828484
P93000,9.748574133,11.57054065,34.06699576,51.6106330436855,Electronics,54.66495503
P10893,35.77072127,20.00165652,31.18359216,12.23459053,Furniture,91.99665229
P85460,23.74437298,7.312133502,18.35748625,20.8170645,Toys,99.179807
P46598,17.54261221,9.232162558,19.44122491,65.80693771,Toys,28.72998
P06246,16.10427533,24.77782575,22.58218822,50.22088044,Toys,69.73145403
P32036,18.96633394,16.35103338,38.58217912,2.416650009,Clothing,59.70980156
P62040,50.06092888,20.61984415,40.09639379,55.14407953,Food,48.89361169
P13828,36.09138121,14.02737323,20.28641828,45.07274045,Toys,66.57686438
P42731,29.17848822,25.45641653,19.77416528,79.28122158,Electronics,37.1363019
P17611,21.60782477,27.30867701,24.01869187546025,19.83195873,Toys,94.44847751
P59395,26.73976468,19.17422598,35.75132998,9.768058601,Clothing,70.54488677
P41929,25.65503773,35.96533992,16.96491236,42.28099998,Clothing,75.4201092
P88127,26.78614158,20.86847765,23.65927621,27.23704226,Furniture,24.2422095
P29355,25.06243417,11.10426379,26.01826411,8.720157674,Toys,16.85820035
P79904,18.16741487,10.16360324,29.1989078,82.89641355,Furniture,39.43407931
P80376,26.14686403,14.46063216,29.98651994,45.3011144,Clothing,76.66724853
P66702,27.0830625,11.04306053,25.30996911,33.47054589,Toys,93.87959098
P75259,23.48581996,20.68714405,20.67249589,65.13745443,Toys,42.7329826
P94210,45.00759791,22.24509124,21.50487756,9.554688637,Clothing,77.41567925
P82226,30.0304602,7.866859605,26.72707962,14.10326214,Clothing,47.04076195
P11096,26.06661188,21.41456698,23.82945736,38.08030242,Furniture,29.52282496
P86871,30.76005391,13.56547392,22.41885188,65.49933338,Furniture,73.92651507
P15644,28.91239852,26.34790976,8.854967519,29.38957701,Electronics,79.8202134
P72109,47.02214945,26.21925882,20.52184752,50.76155834,Toys,20.28407941
P01522,14.49336569,23.87786254,24.19689261,3.6518796,Toys,30.5169502
P47012,18.96791634,21.71770547,17.40108367,54.99967452,Food,49.47768435
P69224,38.89630796,15.06197451,23.88643948,43.38385313,Food,18.65218298
P41567,15.3562512,27.34763555,23.00638063,39.38942721,Clothing,92.88342988
P35191,10.40329876,15.73839328,26.53417394,40.89949798,Toys,59.13339126
P05950,42.62584103,39.2934134,25.0119312,38.18039956,Furniture,12.12032774
P34913,32.68592279,20.16537234497438,7.45394454,6.203239119,Toys,18.40298647
P08564,31.50393786,22.24128927,19.92447261,35.77465475,Toys,95.43553453
P05486,38.33528962,32.5841578,26.89601619,13.00696085,Clothing,73.81685857
P85375,41.72729019,20.02700405,29.03772188,50.97896925748679,Toys,73.44050845
P44920,27.65863043,16.37417561,12.98066588,61.38216193,Food,7.249859401
P31726,4.089577079,20.616646302862318,31.4428547,3.946442182,Furniture,89.52988377
P27118,45.73986763,17.63928069,33.61032868,125.0270149,Food,44.37353626
P32652,20.6217496,18.06993876,18.90704375,46.14021661,Toys,65.97173226
P23156,29.75645408,22.93985332,8.333415416,72.60258391,Clothing,95.96892191
P27718,38.49602097,25.37072061,28.04221133,57.92804815,Electronics,10.00123804
P49520,34.40474738,31.45093425,20.53709645,65.71881536,Furniture,48.22764595
P44112,26.34678449,24.06614912,32.55697478,63.52887904,Electronics,4.961273666
P68946,34.73592431,28.23968654,38.45444405,75.13292665,Furniture,49.95454233
P98068,20.60120214,19.76589749,17.75530167,9.961681793,Clothing,25.22594105
P06196,23.90217096,19.45092763,36.55435174,50.02266522,Electronics,91.10655293
P65732,40.7363175,28.37854165,41.69952983,51.01708171,Toys,39.84924943
P90908,40.78680833,18.2638636,10.45701891,86.71846259,Toys,63.38724461
P85502,46.96456368,19.99433124,25.35502343,51.86994049,Electronics,86.02872648
P60938,21.64652947,15.26115235,27.92012744,66.67824355,Furniture,98.36918584
P01452,54.03415585,20.744729450869144,22.81571127,44.94845233,Electronics,50.38193703
P08145,25.12393776,16.19023301,30.76488642,71.28057543,Clothing,45.57577029
P55901,18.75357908,37.85040117,21.3723161,89.75828271,Toys,7.57396453
P86677,29.87753227,25.66571539,33.22394459,76.06317502,Furniture,1.273894334
P02753,35.83928185,18.15679429,5.23484961,90.53047257,Furniture,60.88020925
P55148,38.94924377,8.805550602,8.265969055,61.9414465,Clothing,6.546435215
P26134,34.44263311,24.70842616,23.6345701,101.935089,Electronics,38.0378937
P96702,29.29834289,15.21991844,26.62956468,31.84531293,Clothing,0.3606436106
P60452,30.5963037,17.34953293,25.16215185,54.96210981,Electronics,61.5227499
P23804,41.79297184,18.65484945,13.36637188,90.5334227,Electronics,42.54151604
P74550,14.84255885,9.178637713,24.01869187546025,53.42304477,Toys,12.70207698
P28696,11.95117899,21.47079636,14.43508032,12.96464005,Food,29.63676068
P75268,19.07687235,18.5858067,12.77283386,70.92760911,Electronics,56.9660699
P09599,28.26928176,11.2829357,11.32980257,72.81518359,Toys,65.6713368
P76319,32.78994162,27.08185186,20.66410626,42.14725129,Food,46.23358797
P47891,12.39191188,20.74697899,19.79871301,51.22774246,Food,80.39591161
P02427,24.96524346,26.8221894,21.2965617,62.75963925,Electronics,11.24404117
P19187,32.67050266,26.711524,21.55464529,4.69876364,Clothing,8.454572261
P15731,39.82690984,12.36848464,23.56573991,86.07729516,Electronics,4.424426902
P32224,16.79543387,27.88583997,18.59043522,52.02944779905861,Furniture,53.58278394
P45908,27.90676323,12.72253266,30.81405568,20.59813094,Food,70.62317042
P39972,30.81140716339446,-1.625858344,30.42922751,83.1180064,Food,13.05213994
P80351,32.40753179,23.73336786,35.34704817,28.50279535,Clothing,63.89456219
P49813,15.93338903,27.3732009,11.73281081,62.71668447,Electronics,47.69477662
P38628,31.28104415,28.58382438,25.260011784263178,95.46334425,Clothing,98.73445002
P66913,21.02745629,21.86572905,11.08843192,14.40990719,Clothing,71.74736093
P94584,20.60664606,29.97513372,19.64018558,46.7292974,Food,65.74733352
P95876,29.1087996,17.2544618,39.29764235,28.15484297,Furniture,57.04497349
P74744,34.43819428,32.89822606,35.68061158,30.03733106,Clothing,99.73661815
P52455,36.4537595,36.59266136,9.015894214,63.42181811,Toys,98.04591709
P49478,23.7730048,30.72360357,22.40765013,44.8922526,Electronics,53.81151255
P83589,47.26963851,25.85993682,17.39361437,109.7411126,Toys,45.51833473
P14991,42.66911149,18.90041188,17.07038497,5.082270645,Electronics,46.21149227
P83303,20.26931059,25.45087608,35.75932586,3.817633396,Food,42.83423903
P38848,27.35343167,27.98648719,33.77781213,75.84309577,Food,53.1398307
P32282,41.90646275,10.65776359,34.22598237,13.71842748,Clothing,27.35842678
P27396,45.23029856,19.97300434,41.98918892,62.38996736,Electronics,92.67887831
P81789,22.81555779,27.7556576,31.11038161,33.14473702,Toys,49.02300815
P47023,27.742237,24.65678163,20.83154774,82.22999014,Food,84.20078118
P19344,45.93186627,20.17972714,42.07990315,70.67493371,Food,47.53036747
P44577,46.69021525,20.40710161,23.35687923,66.092417,Electronics,71.82902739
P62769,34.77040827,8.411268683,18.65744408,34.00728794,Electronics,33.68819645
P14497,26.89733243,14.24677345,16.15926778,23.76693055,Clothing,62.48068577
P63303,31.94089993,9.388222974,24.46526337,14.62675357,Food,49.83714455
P73992,26.15444456,15.92829099,17.68837886,29.39853971,Clothing,36.71142565
P05253,28.65982833,9.053479689,36.65487026,70.57573456,Toys,88.15562611
P47765,9.618754648,0.4894627338,27.06167219,50.94187597,Electronics,11.27116827
P23978,30.99651365,20.54284408,25.65412472,82.88209722,Clothing,48.69231483
P25453,20.1039518,10.55349748,17.49109259,41.78812243,Clothing,19.43690733
P79269,31.20295632,10.44859995,22.99772593,58.03530914,Electronics,86.10550912
P56250,70.19010106,24.82549945,21.26307609,188.5545774,Food,25.34693447
P31356,33.33662105,10.88933506,11.68500199,101.1230623,Furniture,63.34303401
P32011,31.244902150500003,22.58534171,29.08157841,65.02494773,Clothing,16.55635151
P71312,25.28961694,21.27885114,16.31765117,84.99111637,Furniture,40.49136695
P15112,51.43944089,26.39953522,13.47589986,58.72842093,Clothing,89.93571956
P11762,32.01099047,23.65824324,20.90684754,61.71098583,Furniture,16.60644444
P11130,26.07891847,1.096540516,17.22505335,49.75660395,Clothing,66.31958253
P69884,33.7405657,18.79329831,15.17537345,9.320889654,Electronics,20.45103706
P15460,47.2754317,27.37441202,18.89221245,24.30954445,Clothing,41.57490525
P64784,28.273727,39.41373189,33.39191384,39.04277068,Electronics,54.06168844
P81664,48.26009714,18.50136785,18.01150774,59.63874412,Food,57.73064182
P80981,31.91099068,33.38761672,39.53300912,24.45380061,Furniture,60.25113376
P44757,8.761042757,10.12520902,26.91316628,24.42839702,Electronics,64.01314154
P69613,30.81140716339446,27.5005611,20.19759724,45.75411088,Food,27.17686977
P86372,28.13028697,4.578619365,21.97102669,42.04287379,Toys,40.13674857
P40783,34.93317901,27.09509912,25.93094316,37.62562964,Furniture,3.731866358
P20713,31.53725106,14.57804024,8.051648127,88.17710489,Electronics,76.87569765
P19659,31.29221182,15.89429147,31.61173791,65.58076237,Food,83.70995018
P07127,25.59955513,20.98563845,27.0830133,80.88239303,Toys,19.92367635
P52453,32.61055272,36.45996376,30.25189873,88.73821517,Clothing,20.14439646
P17327,28.9296964,2.914606288,34.79892689,44.12904407,Electronics,4.203640219
P88743,31.70416222,18.72763832,22.14384557,32.26165972,Toys,97.03838228
P88255,30.91760777,14.12326739,27.10622009,33.00816226,Toys,80.71865681
P36836,29.79098406,5.57488259,34.90739259,42.11759757,Food,36.07032029
P57425,25.88123034,13.44593712,24.7094745,16.35409558,Electronics,48.19082715
P85287,22.21695275,28.06010952,4.154705233,78.73796166,Electronics,29.19669607
P77764,15.91538704,9.653816337,17.46771367,73.12250629,Clothing,59.72439683
P59984,44.46977884,21.84056607,17.29151586,25.84714457,Toys,71.73084123
P57729,35.59790448,16.2847659,29.17932877,98.56362919,Toys,44.7368478
P63376,30.40591691,28.36070779,19.36316251,12.57377317,Food,87.35941933
P06506,27.790304,20.71664545,12.96947105,42.92866265,Clothing,51.70258622
P25972,37.46253566,26.63785934,12.33866491,84.50802188,Electronics,14.42532691
P64503,16.40143859,9.603350105,36.92888898,4.053940543,Clothing,62.22913758
P44980,47.1170848,23.66709363,20.08562381,56.24967526,Electronics,46.22309659
P21702,32.23884024,18.4717779,33.05182469,74.50511034,Electronics,93.56718631
P08690,30.55724912,25.72305052,11.11478636,54.48793873,Food,39.18939209
P91870,16.64655641,14.57948278,22.05973408,69.77163032,Furniture,40.28657392
P44827,15.7774629,24.10468336,20.36303446,99.07393418,Food,65.07733898
P33199,23.53427116,25.80076629,38.77175679,43.36872609,Electronics,52.69862183
P32896,32.33785912,23.09058654,29.43687813,49.46315069,Clothing,37.44498775
P62611,19.73484701,29.35671994,27.0181127,14.28776793,Food,98.97744157
P63088,13.9355368,14.9862622,21.74820494,58.60322337,Furniture,30.218551
P51944,24.81729782,20.4934388,14.94532184,73.52008338,Furniture,27.7528792
P02323,36.141667,18.42129264,21.29358968,21.81610274,Clothing,86.44276285
P43151,35.6390912,10.13981348,22.78254938,71.49768019,Clothing,0.3372943551
P15499,27.65846625,18.63852302,30.00897812,43.57796907,Clothing,20.12531609
P99095,25.39361229,12.01291649,35.43166658,46.98572838,Electronics,59.04466883
P61728,27.65412867,14.17597647,30.21871557,89.30575724,Electronics,16.24505278
P43517,50.5620713,19.07016766,28.15333195,70.17168013,Electronics,98.58039227
P89025,25.32298799,19.17764686245946,14.29690781,58.19355303,Clothing,46.41956224
P11952,30.26885839,4.64261475,18.02846527,38.46629363,Electronics,59.7364075
P72651,44.53534077,32.17052842,20.48738068,83.17499199,Electronics,16.03734651
P27107,33.31263431,31.94150855,14.18065427,33.87062727,Electronics,28.93781009
P49592,30.81140716339446,14.81966555,40.32855349,50.40351094,Food,61.46247827
P73907,24.26337993,11.10833634,21.75964658,58.19032152,Toys,54.95533733
P59181,37.42095372,-1.980038742,19.53274941,5.636686285,Clothing,78.43639454
P14962,34.19019009,13.93374345,37.82046239,40.05705886,Clothing,26.92331786
P31151,25.5570674,7.569929872,28.02530467,26.99407886,Food,65.35421467
P82517,33.91804005,18.155803,22.08338642,34.45792942,Furniture,29.09755057
P64583,22.99879185,19.6521844,10.49589377,50.97896925748679,Toys,58.67526197
P57783,39.84322398,20.05650527,16.28758817,39.58440515,Toys,60.50309677
P21002,51.63254723,10.81389369,18.36906878,83.55649833,Furniture,12.18391114
P78411,29.84690151,15.75028564,27.76663213,87.30217392,Clothing,54.86331107
P04096,38.35692112,14.44229495,27.97766174,64.97287448,Clothing,1.193829995
P65766,38.52433335,33.68490698,33.44123984,71.04484346,Electronics,50.12107514
P77398,10.33643411,22.01792317,14.80493544,24.1781251,Food,69.75218886
P30739,20.73069528,33.11971623,22.85700607,11.90004208,Furniture,7.283272899
P06506,32.19150328,32.30345535,26.96680638,34.29272035,Clothing,93.87108164
P37524,40.49552715,9.19140507,20.60553542,43.18681977,Toys,45.8755532
P09031,41.88393273,22.08224405,23.23347414,33.28608282,Furniture,93.84162756
P18015,12.75082167,19.33855451,19.74760606,44.66246373,Food,10.73984237
P74940,27.40408649,21.38673331,16.09037987,81.01643165,Food,94.99025944
P02308,31.79894151,25.4331422,27.50513771,21.46446889,Food,10.91970994
P08572,35.88317206,13.98274876,23.09499716,30.48020518,Food,46.14957985
P43713,26.20872259,23.318924,8.422920043,60.15072326,Electronics,93.79920667
P35281,23.90487798,23.15037839,26.39044299,12.50538981,Furniture,23.27082004
P43892,48.31458766,19.12312157,24.31900956,46.27935838,Food,3.478498086
P85834,32.44966571,15.61020074,15.76267713,70.56769239,Furniture,79.3110675
P74981,26.48486516,27.40972322,33.13615799,58.67551019,Food,59.58836377
P68849,27.51308874,15.16815499,35.56098049,86.81103791,Clothing,51.39211929
P48167,27.61051953,13.8468612,40.40836256,50.26350965,Food,3.434338435
P74018,28.79051851,30.10965342,20.84947241,99.59928912,Furniture,65.32312688
P04424,32.1645859,19.728081037925172,6.767729142,48.50359538,Food,17.16233519
P15633,32.24451819,10.03426099,24.79929745,13.02706283,Furniture,93.11966802
P71131,23.37376241,30.88526877,16.30901677,44.42226557,Clothing,68.57269511
P63615,28.84351718,33.29007372,19.72121857,4.632582079,Electronics,70.7033888
P35005,23.9936131,16.08920463,20.41173976,48.40679595,Food,23.25802726
P46843,35.68983079,32.43328337,38.07947928,31.15568782,Furniture,88.07538381
P66910,30.71566237,22.61395812,34.615414,4.622808334,Furniture,53.77325708
P63739,27.45022783,13.51313991,31.58242227,34.89291143,Furniture,85.70841778
P82622,17.69135684,11.45973669,22.59123018,34.96977775,Toys,27.09474748
P43850,70.19010106,24.80965399,36.98205156,188.5545774,Furniture,75.54617131
P02278,35.13267433,20.68915106,26.29229143,17.60472657,Electronics,57.45669037
P55152,27.6906547,19.17396192,32.04586361,72.39834094,Electronics,4.841930581
P14499,25.30525614,20.70725509,34.74421948,69.73289528,Electronics,40.53423238
P71989,42.78451863,17.82675912,16.51697795,52.73280819,Clothing,18.39104651
P99987,34.71415556,21.14710774,30.32214318,22.85156501,Clothing,35.91735879
P49676,39.24633683,27.74547728,24.7191686,65.99621954,Clothing,38.33516343
P38593,34.62103474,9.43981991,37.19898521,73.47889479,Toys,47.4928353
P77606,43.92002286,17.583636,20.41707974,39.74534539,Toys,60.02904427
P78210,33.0982071,15.95402637,32.60296938,101.6646529,Toys,57.09776525
P10793,30.48521628,25.27396535,29.50216422,27.97300034,Clothing,3.89914047
P58782,46.28615546,22.02991729,30.16369979,51.46002741747362,Food,75.06892185
P49890,10.01799315,21.69026954,19.69094719,41.69984685,Toys,94.91838845
P78279,24.24181759,20.16537234497438,24.01869187546025,50.97896925748679,Toys,34.8681289
P87221,21.60278158,27.71881306,44.48550461,79.81346644,Clothing,17.97469013
P86933,32.32253697,17.17466966,21.62660149,68.70221415,Food,54.00015631
P48206,22.07479262,19.16440625,25.1124939,65.56613541,Food,70.49129282
P89923,30.35263552,22.2844326,42.07559825,19.10564454,Toys,67.89048945
P79206,22.64470057,15.86856285,14.90880634,56.15226018,Food,61.21095775
P88036,22.09525545,39.30092337,12.64426494,8.582038823,Food,14.62322521
P10727,36.28345509,20.15079698,32.51276194,18.48130035,Electronics,83.68248944
P57371,32.02923021,11.76502793,20.93245565,48.61216348,Clothing,42.56215624
P77065,19.34886337,23.85653382,14.85253511,51.6106330436855,Electronics,22.1468583
P81212,29.64173961,22.34846346,26.82095917,74.26757808,Clothing,8.626614106
P85897,28.57620515,10.98586025,26.13560113,15.39522722,Food,41.6719115
P02770,20.14273954,12.75414159,23.85110787,73.69759167,Furniture,61.79730468
P83919,31.83342006,18.32622501,16.31915985,62.96650072,Food,66.53777092
P99934,36.45484181,26.49117244,30.27313781,43.84147942,Clothing,96.27369114
P05694,23.94285077,23.66149269,26.78125001,4.985703525,Furniture,15.31480837
P77292,52.70692858,1.630552375,13.99394482,17.92236519,Furniture,98.57736652
P23783,36.4272276,20.744729450869144,18.41531435,48.90230077,Electronics,65.46758806
P09646,41.95046629,7.75113998,22.63606432,44.67212016,Toys,45.42290577
P59174,46.44967714,19.85032995,18.54685466,5.838887809,Electronics,88.81942258
P79181,17.19570648,31.87292823,20.27889688,84.79519899,Furniture,69.4479742
P83088,15.97394728,17.18868611,17.28833321,26.79632468,Toys,34.87172149
P17303,41.85704155,15.44133657,17.08645496,45.44097853,Toys,88.40856966
P78931,70.19010106,32.89776503,43.77442345,188.5545774,Furniture,66.66154568
P04777,29.5053629,25.59062736,19.4710917,18.38493514,Food,69.88373558
P23438,20.21236284,11.42514214,34.06420003,16.34746691,Electronics,89.63898881
P10652,46.32411304,37.36754174,17.09509231,14.50831446,Furniture,44.8416208
P26320,15.98148937,14.65484732,21.77773558,73.15388532,Clothing,65.6904106
P08643,38.29405581,15.05878484,13.5694502,56.02535279,Electronics,74.46890216
P93695,24.89983601,19.39388571,35.31796783,39.62242013,Electronics,45.39400581
P24377,12.86865471,17.9296315,29.55030318,0.6551556421,Food,8.345211574
P91207,35.86857094,34.98638221,23.74542519,60.68758366,Food,77.14397691
P94074,14.80630034,24.0896208,28.30857856,33.95729987,Clothing,4.781635274
P97732,25.47693681,18.15306901,29.5561689,44.50097871,Clothing,71.79144017
P97181,26.11823181,37.75024187,6.429371628,13.16960107,Furniture,91.08752085
P88614,33.94452142,22.10049063,23.98184753,45.84463266,Electronics,34.69689984
P56628,22.30026769,10.79188733,44.76600828,56.06841223,Toys,10.20617851
P93007,20.18491349,14.06023531,16.75353309,19.60946795,Furniture,23.28639898
P59611,46.72572387,21.56019987,17.47544063,67.1126352,Electronics,56.22815641
P97219,24.55617275,17.02234579,8.172324703,85.40384521,Furniture,94.26597431
P55353,23.76859474,28.47949107,24.934942629077202,68.41312567,Electronics,51.22827299
P22039,23.23607698,13.89371117,27.79998992,58.8061259,Food,11.27372882
P12061,25.06999065,20.92020863,2.609722091,38.00365284,Toys,62.77831737
P40727,34.21920754,23.70547836,25.02059143,75.94473315,Toys,73.28449368
P06721,22.32202435,17.14376639,12.19322567,85.79933018,Food,39.328367
P10558,42.08366231,10.0659154,34.6916333,13.4778862,Toys,72.15140643
P98741,32.43800714,16.5058861,21.85504606,60.25475642,Clothing,32.48228151
P26905,35.13785951,35.19905548,32.47172631,35.47644516,Furniture,78.90901516
P39848,37.14000494,29.50143511,36.97517414,69.96106805,Electronics,34.10721596
P72889,25.25054689,27.80158104,28.97176437,54.15935551,Food,25.61070916
P79904,14.16097177,9.291153602,30.11292885,35.53059287,Furniture,87.91814059
P91084,21.15197286,29.83184402,27.00943752,38.40375152,Clothing,54.84734212
P57232,30.81140716339446,17.18462946,26.82912359,67.73408354,Food,28.51562887
